"gaid","country","level_cnt","ads_cnt","pvp_cnt","pvp_won_cnt","gem_spend","coin_spend","gem_earn","ads_reward_cnt","org_hero_cnt","level_e_try_cnt","level_e_cnt","idle_cnt","purchase_times","login_cnt","level_h_cnt","log_num","d1_duration","d2_duration","d3_duration","willpay","daily_task_cnt"
"cb5cee02-03f0-4b1e-ad53-121a81f2bb2b","ID","115",,"29","29","1502","433100","1415",,,"16","10","21",,"18","40","1463","6050888","4044449",,,"13"
"b02f3e5a-02b9-497d-bde0-be74f4a000b0","VN","72",,,,"297","99400","368",,,"10","3",,,"1","40","720","5587163",,,,"5"
"c6a94889-2c3d-4f59-bdd7-f943e9f1db77","VN","77","1","14","14","730","414300","1236",,,"60","43","16",,"13","45","1134","4096883","8381293","11581623",,"9"
"bcf83f9e-a870-421d-9401-275c91d90598","TH","105",,"40","40","1567","278000","1178",,,"1","1","7",,"5","42","1369","2616796","3857505",,,"12"
"bb7c6fdc-a71a-4a18-9015-7bceeef453c6","PH","97","8",,,,"275400","589",,,"1","1",,,"9","81","1315","7828718","2434623","3086246",,
"d8e8837b-8486-4411-bd37-3b8c1919a4bd","VN","87","10",,,"560","397400","1078",,,"11","7","12",,"5","80","1166","6414468","2123241",,,"11"
"35f41984-c494-4eb7-b90a-1f04da8d800e","TR","80","3",,,"912","216000","518",,,"12","10","1",,"5","40","876","6448306","286562",,,"10"
"00ad8232-c205-46ec-bb4a-4b4363a11fe9","JP","90","1",,,"594","175560","534","1",,"12","8","8",,"3","5","675","1448792","4356843",,,"10"
"426acbaa-4d85-4812-9923-4b1c621b8d7b","IN","105","2",,,"190","129560","374",,,,,,,"5","2","710","625092","4992066",,,
"0a179bef-5c6e-4a0e-b59f-6b16f0a75ef6","RU","94","8","6","6",,"115160","258","7",,"16","5","2",,"5","4","765","3555623","3541756","2903224",,
"596ee872-4ba7-4f9c-a0aa-32c9d4c2386b","EG","60",,"20","20","0","144300","367",,,,,"3",,"8","40","865","5146904","703046","105484",,
"954200a9-6925-4e0a-b1e9-4704ed01ac42","FI","78","4",,,"60","157520","353","4",,"16","5",,,"7","41","816","3087564","2628783","647505",,
"466d9130-9396-47ef-a5d3-9135ce07837f","CA","71","96",,,"0","292400","408","39",,"17","12","5",,"4","26","1233","9085875","8226466","4707360",,"5"
"115fedbc-604c-420d-b4f9-3326b61330c1","IN","118","5","1","1","1200","263500","1114",,,"7","3","9",,"5","40","1137","6140050","818779","18412",,"7"
"1d512338-962b-4880-8962-c6a4653b0f3c","MY","70",,"3","3","730","105620","383",,,"11","8","6",,"2","40","760","5930488",,,,"5"
"8b4f4baa-f4ac-4f19-a9e3-b8099e752875","LT","105","21",,,"400","157520","541",,,,,"3",,"5","11","890","3515976","1409956","625402",,"7"
"7c64b670-5d5b-4e65-b52f-eaac8947f86a","VN","106",,,,"400","260400","946",,,,,,,"7","131","1544","6542468","1777971","2919212",,
"fcae29b7-4400-4649-b3c0-03bc20f4f15e","RU","96","6",,,"300","262700","422",,,"41","21","2",,"14","21","960","3520684","4154508","9674819",,
"73b21f4f-df5a-49ed-a741-16aabf754561","PE","86",,,,"700","233660","895",,,"16","15","10",,"7","7","738","430927","3888835","3211000",,"15"
"7cd1bd04-7379-4a0a-9b89-a8c2c13f152f","FR","190","2","16","16","1640","547500","1689","2",,"7","7","6",,"4","40","1596","10147801","2456158",,,"12"
"fa66196d-be60-455a-950c-871044b5b939","TR","139","1",,,"780","382400","811",,,"3","1","36",,"9","41","1335","10971461",,,,
"6641ba13-89e1-4be0-9afe-a314bd14a933","US","596","22","73","73","7507","3361400","7116","3","4","88","49","97","1","10","210","6129","35667334","26713181","1088712","1","21"
"752d4fc5-ca05-4674-8fd1-c4f0301c5afa","TR","33","14",,,"600","412400","850",,,"12","8","3",,"8","94","908","1405091","2130318","7267346",,
"1647b202-ba86-4a7f-afe9-f3fbc2cfe306","GR","81","13",,,"750","195200","443",,,"10","9","8",,"1","40","905","8997874",,,,"6"
"61d1d16f-300e-4540-9459-69ca3ed9e153","AU","160",,,,"0","458000","1243",,,"10","8","3",,"2","60","1377","2076470","7130312",,,"6"
"a889d86b-c691-44b8-af06-681e60f2645f","MM","81",,,,"450","162500","471",,,"22","16","2",,"6","40","917","7245569","2479494",,,"6"
"8f431cd4-be50-4bcb-806b-ee8558221e4c","ID","68",,,,"452","90900","269",,,,,"23",,"8","16","678","2409172","3708224",,,"5"
"fef7804b-a092-4769-90dc-0785993de8c2","BR","42","54",,,"450","157520","266","1",,,,"2",,"1","35","811","3920309",,,,"6"
"543a73cb-29d2-47b8-88d1-85c651fcb535","BD","76","1","9","9","0","191800","349",,,"18","14","16",,"2","40","838","9085282",,,,
"b0fa662f-0cc9-442e-a75d-79320285bd0d","PL","56",,"6","6","400","87800","270",,,,,"1",,"3","19","547","1668716","4267145","11966",,"10"
"934a3a33-70a0-4fd1-a9c8-49eb1e24c4d6","AU","110","4","14","14","905","262900","658","3",,"20","8","6",,"4","40","1140","1692454","6902375","4120907",,
"50eb6327-e14f-4333-a87e-be774963c0bf","ID","93",,"20","20","1100","321560","781",,,"7","6","16",,"11","28","1055","614811","5037755","2355524",,"13"
"550807fa-13fa-4476-88aa-680af2309544","US","87","11",,,"750","184220","531","3",,"6","3","5",,"5","16","855","255227","5875054",,,"6"
"718e5b37-450c-4d7b-8eec-dbcf7506afbd","US","94","126","20","20","700","532500","635","11",,"17","11","19",,"2","37","1757","3986621","14574105",,,"7"
"c74c9390-7cff-4869-8897-24c394b307df","US","105","9",,,"97","170160","392","8",,"11","3","1",,"6","12","1031","2373259","7334705","1363121",,
"5902d850-c9b2-44cd-a308-896cc03b8632","PE","178","110","29","29","2473","1157700","2133","13",,"39","22","13",,"7","73","2604","17342915","8004036",,,"10"
"d9923a61-db18-4c1a-959a-95cbc10b1e48","BR","92","85",,,"500","405100","582","3",,"8","5",,,"6","44","1382","8632289","3107080",,,"5"
"94a50348-bd60-4285-b179-c03a1b9dbb2c","BR","105","9","2","2","1190","336400","1128","9",,"14","9","12",,"7","80","1298","8768040","989436",,,"11"
"64a21471-4e4f-431f-a5cd-c54ba6aa23f3","PL","42",,,,"100","57200","170",,,,,"5",,"7","33","520","2323751","736340","525099",,
"b3a27f45-8efc-4c6b-ba7d-bb143ad7476e","PL","50","55","5","5","600","249000","572",,"1",,,"11","1","5","30","1047","4625954","1413365",,,"11"
"02b123a4-6092-4167-92d6-18a233910562","PT","56","44",,,"0","123120","144",,,,,"11",,"4",,"627","693720","5407189",,,"5"
"237ba860-6fed-499f-b647-51c71a781703","","178","72",,,"2243","854200","1996","5",,"6","4","24",,"13","60","2131","3015800","7337250","2808650",,"12"
"c48ff750-f247-47d6-9849-7025b29aee20","VN","182","6","60","60","2795","663500","2416","1","1","31","19","15",,"9","43","2086","8145743","7067595","6122813",,"16"
"ced577d0-fa99-45b6-9277-5bc87c631e41","JP","300","66","39","39","4180","2077400","4295","36",,"49","36","18",,"10","200","3891","19025189","5494628","5729140",,"19"
"aabfe7b0-85c6-482e-ab34-0f235b727278","TR","378","137","11","11","4476","2752700","4407","43","5","23","17","33",,"101","91","4474","7543841","13463500","14125671",,"22"
"e754983d-fc2e-4808-9a35-3060776c630e","MX","102","11","30","30","1592","304000","1212",,"1","5","3","22",,"6","6","1072","1948223","3034961","2336005",,"16"
"02b88c00-4237-41e5-bdf4-babca3bbb581","BR","154","10","37","37","2076","358800","1707",,,"4","2","9",,"8","42","2010","6277035","2956823","203486",,"13"
"ace3acad-fe77-476f-b45a-dde8dd05b54e","US","69","6","26","26","1130","234960","778",,,"17","10","14",,"2","34","999","4193926","614839","6221077",,"21"
"011e8ac3-f37f-4357-afdd-333a161f4d52","DK","153","46","11","11","1140","442400","1270","23","1","4","3",,"1","14","32","1608","8554575","3283565","1729945","3","13"
"9a27e936-173b-4052-bf8a-a3aace33465a","RU","91","11",,,"250","207200","813","10",,"7","5","10",,"7","5","843","1658859","4493048","690320",,"13"
"cbc1a39a-51bc-40c1-a6fb-65750cfb4137","FR","81","70","2","2","0","367400","613","26",,"31","8","15",,"8","11","1153","6596208","1886176","928229",,"11"
"b0de1062-f1ea-4c5d-bb70-de0d5357c7b3","RU","287","323","3","3","500","2085400","2001","258",,"3","3","8",,"12","40","4127","11309029","14923834","11591593",,"7"
"a39ec070-6ce8-441d-8514-75c1e55fd8e8","IT","166","6","5","5","1340","442400","1060","5","1","17","13",,,"9","10","1331","11060662","952761","120153",,"12"
"bb1139b0-28a2-4deb-ba50-9d4c1ab42759","IN","114","6","52","52","2829","921600","2525",,,"5","3","34",,"8","49","1796","4620544","2241026","2637422",,"15"
"3660b0cc-1e8c-4d5a-ad7a-f865751d529d","MX","195","78","1","1","1600","757700","1265","11",,"2","2","5",,"4","6","1771","3779092","7665483","353478",,"7"
"7af495d1-e637-4dc9-af3e-e338093b3f7e","BR","159","4","13","13","2400","691400","2256",,"1","18","12","12",,"11","95","1818","10179157","3102903","1090137",,"15"
"5824550e-99d9-41d0-9e12-a6b81191cf8e","MX","121","63","11","11","1310","548000","1200","50",,"12","6","22",,"5","42","1638","5048895","8927647",,,"12"
"a8697948-a3ae-4222-b7b0-3aa93ab77b1d","TR","84",,"6","6","120","247820","656",,"1","20","14","5",,"10","28","833","1821632","9179070",,,"7"
"f5670049-5edc-4675-a129-204238a1da7b","MM","72","3",,,"200","146300","396",,,"9","5","1",,"2","63","958","1330091",,"6316261",,
"30c62178-67f8-4323-a0d7-5d1e160699ef","EC","120","4",,,"811","299200","834","4","1","27","17","19",,"5","11","959","4798726","4462681","2792709",,"11"
"7a94a6e8-0b7e-4112-82fc-5e95cfa27369","PT","393","37","40","40","3907","2399000","4528","4","1","36","17",,,"11","214","4496","8757838","10868839","14910852",,"20"
"b4da952b-8e1f-446a-a0dc-33517638ddcd","ES","76","9","2","2","750","105620","362","7",,"3","2","11",,"2","11","719","4824174",,"971248",,"6"
"87029627-bb2e-4b87-ba05-25cac2115069","ID","97","3",,,"689","305900","966",,,"5","2","9",,"10","25","906","277513","3416961","3905659",,"6"
"322341be-0612-4d52-b14b-815cde428f8c","PL","77",,,,,"79520","288",,,"9","6","1",,"5","40","711","313895","41745","4497949",,
"6b7e768f-b1f4-49f5-8b8f-b1c2de771350","LT","111","86",,,,"352400","492","6",,"3","2","2",,"2","19","1266","10344988",,,,
"20b61790-948b-4d88-8b58-4e64af0f1944","AZ","90",,"24","24","1466","473900","1479",,,"15","9","3",,"10","33","1167","1736278","5835869","4841123",,"17"
"e809c70b-6bca-416c-a118-6791233e4e0e","VE","168",,"1","1","0","457400","1266",,,"5","3","21",,"7","11","1454","43651749","2016134","3561",,"8"
"6c10d184-6955-4b4e-957f-089a4757e624","LT","100","7","17","17","969","320200","669","3",,"27","22","9",,"8","15","1023","10445735","452581","254086",,"10"
"75936a55-9618-4a81-928f-4763e5f1655d","VN","315","61","41","41","2700","1699400","3426","1",,"11","10","6",,"7","60","3093","16425343","3657258","582280",,"15"
"f4604b06-65a1-414b-9f54-fb4fedcaa4c5","ID","117","3",,,"870","281600","974",,,"8","2","9",,"8","45","1093","5402620","534803",,,"6"
"ab1deae1-7132-4429-a90d-ce24dcb8f8a2","LB","137","49","20","20","990","566200","840","1",,"14","3","8",,"3","40","1622","5825270","6935097",,,"7"
"789fc65a-75cc-4550-8eea-4b0eee536afa","PK","66","13",,,,"69660","24",,,,,"5",,"4",,"700","5726041",,,,
"9da1cd66-0542-4c56-9c24-069812ba970e","MM","489","149","40","40","4540","3582200","4208","103","5","146","93","1",,"8","102","5919","38806909","24324302",,,"14"
"a89a11a8-2307-42b8-a266-5a6b939451cc","PA","91",,,,"0","169160","871",,,"11","6","7",,"4","50","967","5812868","1213287","877018",,"12"
"715acc3c-a48f-41f8-9846-5b1deb694171","US","84","62","3","3","250","353000","687","55",,"8","8","18",,"6","22","1219","8447360","1466862",,,"11"
"4b79df76-9fd6-452e-bfe6-a985f7b7e02a","US","180","9","22","22","2257","738200","1885","6",,"29","20","26",,"5","74","1981","18769012","1516381","639714",,"13"
"818ca974-6a64-433c-acaf-66d2c89f411e","MX","175","21",,,"0","513700","927",,,"77","21",,,"3","18","1444","22485918","453702",,,"5"
"a4808e5b-24e7-4754-8118-e10ebcd7125a","EG","163","93","1","1","400","802400","1510","6",,"30","18","12",,"11","8","1665","4484930","15509232","1231693",,"10"
"09ff148e-ee14-493f-8634-2a2a84f2c1cd","CA","80",,,,"300","233660","328",,,"28","20","1",,"5","40","840","12499541",,,,
"617d0438-e0e1-4697-89af-161239e45110","EC","26","10",,,,"50600","147","4",,,,"3",,"3","18","356","2113527",,,,"5"
"c07e49fa-9bb7-474f-9952-c9e0656c6ddc","PL","101","198",,,"0","607400","1233","27","1","34","22","10",,"9","100","2442","8925658","9838833",,,"11"
"09a94c6b-358c-4b23-bc68-04b5b6ca0759","HU","66","3","5","5",,"51200","155","1",,,,"7",,"2",,"454","2877469","40374",,,"2"
"4809883b-ff91-4df5-94a2-7fee2dbd291f","RS","73","2","6","6","250","110920","300",,,"7","7","3",,"3","6","595","2279178",,"1743746",,"6"
"f0099191-cfcd-4895-ade4-b081a0e21cff","CO","146",,,,"0","292400","936",,,"16","9","3",,"6","40","1174","9356121","3066150",,,
"1b8fe815-e89a-479f-84f9-6227c45da604","KR","317","14","38","38","3602","1510700","3317","4","1","4","4","12",,"7","80","2990","13738623","271396","1550909",,"13"
"4b7801b7-3008-454d-bb4f-6a2816656004","ID","74","1",,,"376","97000","441",,,"43","19","16",,"6","20","732","2151055","2367889","10123566",,"5"
"7ef9c900-7c4e-460e-ab23-f82d87e54df6","DE","105","7","30","30","860","352400","728","7",,"21","20",,,"1","40","1230","10361655",,,,"7"
"6cab6196-a5f6-44ef-9a50-c76abda0cd44","VN","161","10","30","30","1899","586800","1592","2",,"14","9","20",,"12","50","1690","7082093","4449173","1644499",,"10"
"44596e67-3046-425a-86c7-3fbb987c708f","AR","121","6","9","9",,"223320","468",,,"13","6","4",,"1","8","895","8363654",,,,"5"
"592ac77e-b9a9-41e6-aebb-871080fb490e","KR","67","12","1","1","540","112800","398","9","1",,,,,"1","40","814","8773683","5843899",,,"6"
"73bdf1fb-b233-4fbc-ba84-545e1ebe50bd","VN","8",,,,,"3720",,,,,,"5",,"2",,"77","390342","5282749",,,
"98040e40-7b3f-4c19-b354-5f9e06af743f","AU","78","89",,,"2020","355820","1744","73","1","7","4","9","2","7","45","1593","8250987","890877","5380998","1","12"
"abb0537b-c647-48a7-9116-f5aa55e79c03","LT","85","2","2","2","200","170960","672",,,"4","3","2",,"4","23","763","837050","973016","2027821",,"12"
"7869d922-21d5-47b4-a58f-b57fcb76dfe3","FI","9",,,,,"300",,,,,,,,"5",,"216","1915362","5098","111844",,
"90790315-7770-4f5d-a0b5-0422b2cf4d9b","PL","214","12","27","27","2020","862400","1861","11",,"54","40","2",,"3","30","1874","10902042","11550463",,,"9"
"db3bab5b-eb11-45ee-963a-bc51ed9f4e85","IR","102",,"12","12","200","277400","568",,,"21","17",,,"1","40","988","7649450",,,,"6"
"5d4b58c5-4798-4452-9557-6082d56b6928","KG","344","303","37","37","3660","3214400","4095","136","1","17","13","28",,"21","121","4913","24732298","15258063",,,"14"
"091164eb-3c8c-49a3-9ae7-df592e7c898d","KG","137","6","3","3","2055","388500","1725",,,"6","3","25",,"22","34","1338","5588644","2629502","949665",,"9"
"712fd3d7-5b0c-4d33-935e-7ad74a4db1de","VE","70",,"1","1","0","169160","583",,,"5","4","7",,"4","23","647","3213004","3247774",,,"9"
"5d13d2a1-f32e-4489-9759-f0b830f9c3b1","TR","99","5","13","13","400","200600","377",,,"8","7",,,"3","20","880","3812628","2944105",,,
"7e3a5bf6-37b4-4daf-b753-2a519b207dd4","CO","152","1","23","23","400","427400","903",,,"5","3","5",,"5","61","1550","5278085","3640772","322433",,
"2c97a29a-43a0-4cb9-bfb5-e5e2b53f52ff","BG","134","21",,,"1592","389600","1298","20",,"3","2","15",,"8","59","1424","7745255","193458","82989",,"13"
"2cd6b7c7-ec11-46f2-be69-efea144b5651","PA","76","82",,,"400","211520","192","19",,,,"1",,"5","10","1038","5803551","541466",,,"1"
"c44adf05-10df-4319-a986-8e8f7fa91978","TH","124","1",,,"326","186020","391",,,,,"5",,"3","8","822","6453798",,,,
"42c91749-7e7b-4464-9526-767acd37ef4c","MY","131","87","24","24","1491","725700","1185","86",,"28","20","13",,"6","12","1787","14631348","1166646",,,"9"
"c1bc05a0-a5cd-4229-99ba-4ba85aaa89d8","IN","70",,,,"500","169160","408",,,"28","11",,,"4","40","778","9864344",,"2445",,"5"
"9777717a-fb66-4113-be88-ad8723e2ecc2","KR","71","2","4","4","500","233760","472","2",,"42","21","3",,"3","40","858","10680832",,,,"7"
"199dd652-4343-42a8-9eb8-7e20bdd064ec","PT","76","63","42","42","1580","476800","1353","16",,"28","9","18",,"10","48","1726","10137609","4046657","9286930",,"16"
"2a35240f-d5ed-4a93-aa2d-24db4fafc711","PH","294","11","11","11","2529","1228200","3256","5","1","109","53","16",,"15","30","2695","14428124","12056199","6714155",,"12"
"344f053b-aac1-4e9e-b67c-e4fb5b5ce2e2","TR","155","1",,,,"1020",,,"4",,,"1",,"3","7","1043","2256801","5692847",,,
"f233f592-b5e3-422d-9196-7b66963135ad","TR","373","23","80","80","0","1991600","4768","6",,"98","49","6",,"11","210","4472","19384248","14603336","3786446",,"28"
"35f51c8b-c472-4e2e-b1b1-8a6eb79af928","RU","82","38","1","1","0","157520","404","9",,"5","5","7",,"4","11","838","6321113",,,,"11"
"fb0e81c3-f425-4034-9576-d8092eb2bfe2","EG","332","463","18","18","2696","3562600","2731","358",,"6","4","10",,"2","120","5645","16813091","17919003",,,"12"
"b629d0e1-27b7-46b8-9f51-9f96976adfd9","EC","123","8",,,"380","412400","808","2",,"47","24",,,"7","40","1212","14052831","1874473",,,"10"
"2bd263c2-7a04-493b-b7c7-94c20a138fe8","KG","90","7","16","16","1096","278500","855","1",,"15","9","50",,"9","45","1130","2023923","765487","7106555",,"14"
"19ebeb7e-ddb2-439c-b5ce-f705ffc8ec67","TW","111","12",,,"2270","826400","2304","6","1","36","28","11",,"10","160","2021","6650419","3907011","2668903",,"18"
"eb200803-6039-491a-9468-9b859980753c","AT","111",,,,"258","151000","374",,,,,,,"3","2","706","5902134","3122989",,,
"e6fc030d-b25b-482c-9c46-9df6187a7e10","MM","150","2",,,"423","422000","913",,,"48","22","7",,"8","5","1160","8719771","11786843","746439",,"5"
"d1798065-ff86-4c45-969b-769d8b85f4a4","PH","87",,"2","2","848","213900","651",,,"4","2",,,"11","38","879","5839361","556128","87536",,"9"
"c2e65277-b0e2-45d7-9935-02a487cffc7b","ID","110","7",,,"60","206600","580","7",,"14","10",,,"3","6","807","4970028","3032070",,,"8"
"061e7e9a-2ab2-4ff6-b6f3-b793a0b3750e","VN","74","6",,,"420","155500","435","1",,"10","4","31",,"8","40","868","5034907","3706124",,,"1"
"d67fe1b9-cf99-42f1-9287-c9cecc2a8c3f","RO","152","13","1","1","1189","457400","1023","13",,"29","18","1",,"6","40","1338","8535441","6519608",,,"9"
"687a2569-9406-4e5f-b90e-7e2d0ad27bd5","RS","185",,"54","54","260","1072400","2981",,,"39","22","63",,"10","95","2364","6563160","8552416","9020701",,"14"
"bd4414a4-ed87-4a03-afb1-eb2a28199fa5","MK","65","1",,,,"50600","18",,,,,,,"10","4","516","5281466","301919",,,
"0ac205b9-80cd-4c0d-b5ee-d11a7658fcac","FR","157",,"44","44","2700","787400","2447",,,"16","15","17",,"13","55","1690","9265188","2241476",,,"18"
"5b2457c1-3ff5-4169-9ed9-4453c78151b0","RU","60","40",,,"0","87800",,"14",,,,,,"6",,"615","226983",,"2847854",,
"83fdb971-a2fa-4c70-a9c9-9936b14f2fc9","FR","126","12","41","41","1907","531300","1822",,,"20","13","7",,"10","64","1701","3418470","4972645","4716887",,"21"
"fac5f451-9b98-4456-8473-ff96d519fe5c","AE","90","1",,,"0","206600","653",,,"15","9","9",,"6","26","806","2066546","3603707",,,"12"
"f18f6fc2-7535-4e50-bde1-92bd27c74f34","RU","153","9","29","29","1660","443600","1517","2",,"2","2","7",,"8","24","1405","1799782","3818818","2840713",,"13"
"b5d32b95-4b7d-481f-a862-b2d52c3d15b2","IT","138","3","10","10","1200","399000","1574",,,"8","3","10",,"9","25","1207","1530031","3070781","1688599",,"20"
"ac951dac-8682-411e-acdb-e1af0a719911","TR","81","2",,,"240","221520","538","2",,"48","17",,,"9","50","943","3298225","1031040","14066668",,"7"
"919ade7c-5120-48cd-ab54-2b3edb89edc9","RU","392","37","25","25","3670","1941400","3366","36","1","87","54","16",,"15","18","3195","15416190","15940274",,,"12"
"a8e0b548-bf86-4366-aae6-c25c1bf65d71","HU","70","102",,,"650","307400","530","41",,"11","10","15",,"3","49","1419","9586142","2475467",,,"6"
"00891251-11ad-4032-bcff-614a81c93f87","BD","92","10","10","10","400","221820","492",,,"6","3","2",,"5","21","863","3319815","3965944",,,"6"
"306b6cfb-b8b6-4509-bfd6-a42abf6e026c","BR","83","7","19","19","758","195500","393","5",,"12","6","3",,"6","18","882","4708172","3237110",,,"7"
"a0dbdba8-9d73-4dc8-ac0c-688b3e6ed9a0","IT","100",,"18","18","391","187720","545",,,"4","3","5",,"6","14","844","1348521","4851923","157962",,"6"
"e91bd967-0b3b-486d-9eac-77c0bb2e4611","BR","153","14","1","1","850","427400","895","4",,"7","3",,,"3","41","1332","18349061","177873",,,"6"
"1b61f2a1-a8cb-49ee-8919-fffc6b8302a2","PT","91","5","8","8","1100","190620","790","4",,"7","4","16",,"11","7","828","3835050","2562537","942106",,"8"
"380de14d-6cba-4baf-94f1-ebfc2f1ee8fa","EC","131","190",,,"1330","811400","1230","14",,"19","17","11",,"15","55","2342","21339642","12229","1043953",,"13"
"90653899-9e7d-4cfd-823d-9b2e3a3089ea","MM","157","1",,,"1080","442400","710",,,"42","19",,,"17","1","1296","1247015","14144604","3867882",,"4"
"5ae4f296-be11-48d0-873a-34bf1ece16fe","BR","132","18","31","31","2470","571400","2179",,"1","16","10","16",,"13","60","1729","4127497","7179523","316490",,"13"
"0b4c8f2d-f4ca-4342-bdff-8709f7861fca","SK","74","3","1","1","77","169160","461",,,"33","10","2",,"4","40","845","5553723","4464959","1050435",,"7"
"f0abd0ed-75b4-4d7e-93a3-45fe11e8cdc1","US","72","110","15","15","620","382400","438","7",,"46","26","2",,"3","40","1667","22830329",,,,"7"
"a3033eca-f57d-43d7-a384-d5e77ed91bad","MM","110","80","19","19","987","525400","827","9",,"12","9","16",,"5","33","1641","3251444","9245500",,,"13"
"cf9d9233-501e-4b79-9da8-b8a3c226575b","BR","25",,,,,"10920",,,,,,,,"3",,"250","2283555","36941",,,
"71abf28a-88f9-4d00-8c30-b4c1e662bcc0","US","35",,,,"800","277400","1062",,,"115","32","71",,"10","50","795","2007556","11709112","19949643",,"10"
"f6f05914-48bd-4de8-bccd-b54d5577719d","CZ","72",,"3","3","550","146300","502",,,"4","3","7",,"5","24","684","217058","3081138","1548001",,"10"
"8457c024-65d1-4195-a576-8812da5a8574","UA","114","23","5","5","1010","355200","839","8",,"4","3","15",,"8","40","1187","202591","6334175","106811",,"7"
"678f16f7-99bb-406e-a4e9-e62628b7ca9f","MA","39","1","30","30","930","146900","607",,,,,"8",,"4",,"642","3264289","2202942",,,"11"
"8a841588-bf42-4d85-8856-77876c5e3800","UA","241","178","24","24","3090","1936500","2765","19","1","3","3","32",,"12","37","3252","26864092","11480495","9527443",,"20"
"a34c3590-de8d-4874-a31b-98a1d29613f2","RU","346","1","1","1","2800","1313200","4540","1","1","100","62","12",,"10","211","3627","1824739","26989547","7439672",,"16"
"00c51665-7f13-45ba-8708-740d17df48c7","GB","127","211","19","19","880","1057400","1228","202",,"3","2","3",,"5","86","2861","18386132","4875955","1467552","1","17"
"2c7ae0b6-c9fe-4798-bb71-a166f9466e66","US","190","32",,,"1930","802500","1775","3","1","11","4","26",,"5","50","1809","10669107","1230129","2044004","2","10"
"5efbcf66-b8c3-441b-bfd5-540f7248027c","UA","140","5","27","27","1874","429900","1746",,,"15","5","12",,"17","40","1467","4992740","5366656",,,"11"
"8e4cca1d-b43f-47a3-abf0-d016d58dad61","KR","211","19","35","35","2632","822600","2362","19",,"23","10","23",,"5","49","2311","15369764","2746175","903129",,"14"
"e55d055f-b010-4b41-8faf-d204fa438565","BR","433","68","48","48","5140","3047400","5352","4",,"130","81","8",,"17","201","5110","24606935","11675560","15988095",,"25"
"4f887287-5880-4424-9979-5923b73a3616","BR","140","2","42","42","420","233660","1330",,,"20","14",,,"5","70","1634","12289328",,"1818453",,"15"
"77abcae7-d5dd-460e-b50e-dc6f79826e30","PL","70","45","10","10","120","233660","418",,,"3","2",,,"2","40","1010","6152344",,,,"7"
"2f7090ef-9989-4b0e-8fbc-c5acbfc0c1cf","IN","59","1","13","13","554","200260","668","1",,"12","8","15",,"7","14","747","3267426","20353","3496445",,"14"
"608f5e10-1c6d-4307-a5b9-17a7cf04e3b7","BR","144",,"19","19",,"382400","801",,,"20","18",,,"8","32","1289","3860435","5412831","6142233",,
"fb9b40b6-d5db-4ea2-9639-2ec5642dccd3","BR","71","9",,,,"68420","121",,,,,"9",,"2","2","591","6052623",,,,
"0dbf5230-b3f4-4ed1-9410-cd6e1d6e8714","IT","86","5","1","1","400","262400","847",,,"4","4","13",,"5","27","833","2377581","553490","2344134",,"14"
"8a2b6f59-94e1-49ef-a2dc-cb376faee72b","MX","53",,,,"450","71660","214",,,,,"3",,"1","1","406","1411112","3600063",,,"10"
"9600eb5c-9623-45df-a33b-e4d3eefdd97b","BR","133",,"1","1","1066","323500","1118",,,"31","15","34",,"7","46","1311","11352655","6734760",,,"10"
"0361cf14-911f-4edf-961e-b42b0666c52e","TR","179","5",,,"1512","668600","1573","5","1","7","3","10",,"12","57","1773","7602300","6448297","477312",,
"69404900-082f-48f5-85d8-df2755a9db29","MX","83","5","11","11",,"113160","563",,"1","3","3",,"1","1","40","897","6516437",,,,"6"
"9da9f4b5-1f85-491e-9236-e69f24a009d1","TR","84","10",,,,"87800","208",,,,,"2",,"9","2","637","2506457","1278284",,,
"494e689a-b927-4142-87be-307aef75d5a9","BR","80","1",,,,"206600","634",,,,,"16",,"5","44","830","6512645",,,,
"283265fc-1882-4b80-9810-959e0f330e8e","IN","148","14","57","57","2200","661700","1848","12",,"24","10","6",,"5","17","1608","3807778","3508213","5202635",,"14"
"20e9d8bb-9d1e-4116-a200-67453dce1c98","PT","349","87","72","72","4780","2799100","4821","78","1","62","34","22",,"19","200","4835","3520565","14897736","17952486",,"20"
"7b9458c6-85b4-48e1-9f5e-1f54535a4777","IR","151","15","26","26","360","829400","2199","15",,"64","26","14",,"9","108","2123","14779945","7157855","1146094",,"18"
"c62239ff-7019-4a49-bf46-3254cb204b5a","US","180","197",,,"1400","1174700","1228","100",,"5","3",,,"10","40","2655","5456603","8237539","3259095",,"14"
"b8cf29d7-e304-4aea-9091-1e0be93a0a01","TH","136","14","1","1","820","334800","842",,,"3","2",,,"5","15","1166","2317141","2688023","4103868",,"13"
"e62f3cf2-680c-4802-888b-d08d08e5b86e","MX","100","45","21","21","1110","547400","722","4",,"17","14","1",,"8","35","1356","1704494","2876116","5666458",,"12"
"87908e58-0340-446e-bcf1-9964b934ff92","BR","230","1","19","19","1332","937400","2163",,"1","61","41","5",,"17","45","2005","10378804","5644858","7566395",,"14"
"4737349d-ce0a-4e2c-813e-9f56c0ee0067","BA","251","286",,,"3000","1673500","2623","223","2","3","2","35",,"11","50","3751","7251803","14373423","1831915",,"11"
"6af81cd3-b8b2-42e3-8c65-635a0e058191","IQ","60","1","2","2","970","262400","606",,,"3","4",,,"5","80","1005","5357163","3737958",,,"7"
