"gaid","country","level_cnt","ads_cnt","pvp_cnt","pvp_won_cnt","gem_spend","coin_spend","gem_earn","ads_reward_cnt","org_hero_cnt","level_e_try_cnt","level_e_cnt","idle_cnt","purchase_times","login_cnt","level_h_cnt","log_num","d1_duration","d2_duration","d3_duration","willpay","daily_task_cnt"
"907f8533-d373-45bd-baa5-ee2ceb6328c0","BD","75","2","9","9","800","292400","559",,,"40","21",,,"11","30","932","8430366","4056082",,,"11"
"a867cda9-c012-4a8a-af06-0ff051e32315","BG","147","2","9","9","1060","388500","1019",,,"7","6",,,"2","25","1172","1543204","5529902",,,"11"
"446bf5a9-111b-4dd5-8eaf-3c9a1f881558","KR","142",,,,"0","231660","664",,,,,"24",,"3","10","920","2049123","3753790",,,
"9d7ca59a-5406-4fac-b522-9bbd61aa0de7","VN","111","1","4","4","100","251020","685",,,"13","10","20",,"3","40","1068","9149237",,,,"5"
"a6f0f2f7-425d-41fe-bc96-d2f41c716e3e","VN","76","6","11","11","860","161920","500",,,"2","2","12",,"2","40","921","5783119",,,,"7"
"0aacb58e-aaba-4fd3-b992-2a484e919b35","DE","107",,,,"400","193000","568",,,"8","7","1",,"8","34","1067","2724550","6181207",,,
"ba5285a6-fbf9-4f3f-bf58-a17a46695ae6","RO","170","10","23","23","690","562400","1489",,,"24","18","6",,"3","40","1610","9184948","2436995",,,"7"
"0cf3c6fa-784f-463b-9402-3269b04a147a","KR","82","4","20","20","0","298400","983","1",,"17","11","4",,"4","67","1225","1423541","6037023","461967",,"13"
"fabf9511-be95-46e6-a6f1-b1d26482d877","VN","231","269","57","57","2750","2146900","2866","158",,"27","18","14",,"11","50","4112","19433552","6899605","2390719",,"17"
"5e14e27b-d0ac-4ddf-94a0-9fb9945fa4dd","IN","94","1",,,,"219920","657",,,"55","19","15",,"12","13","831","12911301","6898036","266752",,
"f09eaa98-7fd1-42cb-89bc-5f17cb96a232","KR","143","4","2","2","75","294800","758","4",,"8","3","2",,"9","21","1280","868081","15028745","416096",,
"ca2a6936-c7ab-481b-a311-3b9a2973dcbc","TR","129","6","8","8","900","340600","960","5","1","4","3","49",,"5","41","1360","10860954","2721694",,,"6"
"c915a132-e71e-48de-924b-0fa716baeb1c","EG","176","8","4","4","1061","459300","1114",,"1","2","2","4",,"9","32","1540","74232","10075975","189088",,"1"
"fdc58d95-0a41-493e-b103-da0690df08ee","BR","132","13","37","37","2122","537100","1753",,,"11","5","17",,"7","46","1597","3688959","4326072","5864083",,"22"
"e9dbc7c3-2228-4d50-be9d-b8f91a38afe7","RU","100",,,,,"307400","819",,,"34","22","11",,"6","47","1019","3429419","2164902","739787",,"5"
"56dcf2a9-9561-49f6-a2ae-a35e5a2c23b2","PL","167","3","4","4","1050","553600","1188",,,"7","3","1",,"7","76","1576","4009314","3256005","5637878",,
"61610fee-6c11-4b7d-bc13-45a6dcf27660","PL","105",,"6","6","1620","431200","1274",,"1","1","1","9",,"9","21","900","1373408","101998","2667930",,"15"
"94124ae5-45e7-4a94-9bac-738f9475a6b6","GR","152","2","1","1","939","377400","1220",,,"8","6","3",,"3","60","1337","9900913",,,,"10"
"35306e96-1ca8-4e4f-be7d-1025951e312d","","75","1","9","9","500","124460","941","1",,,,"18",,"8","71","1054","4508383","1588981",,,"17"
"462f917a-1b5a-4b74-bc99-03c42665c271","JP","145",,"2","2","460","651200","1669",,,"24","19","12",,"7","100","1600","2001076","5137946","7745907",,"4"
"94e6086e-2917-432c-aa96-2d7fa9dd1141","IT","160","3","13","13","750","532400","1952","3","1","11","7","23",,"14","44","1496","9600860","3362196",,,"16"
"78163ca6-0169-45f1-add2-e9ca78c1413a","JP","184","10","33","33","1134","895500","2399","9",,"34","21","13",,"12","100","2229","18089163","2339020",,,"13"
"c7e1934a-ecc6-40e5-9169-18255ba55474","TR","153",,"28","28","480","435900","1533",,,"5","3","31",,"14","15","1480","4743643","4476983","2824059",,"12"
"9fff4b0f-468e-457b-ad8a-d6623e1b00c9","FR","160","11","37","37","2067","759800","2284","1",,"77","39","2",,"7","136","2453","3617179","14338832","909917",,"17"
"2bad1a9f-75b3-49f9-903c-02bd90db4330","RS","132","28",,,"520","308800","720","2",,"1","1","1",,"8","5","1026","1351206","3878159","746492",,"8"
"3e0f824a-a94f-476e-b7b8-aa87aede0352","RU","174","34","40","40","1840","804400","2021","2",,"18","17","11",,"9","32","1876","13889078","473875",,,"16"
"8c4bb4d2-bd7a-42bc-93cf-c20ea80ad371","ID","625","25","64","64","6827","3237000","6550","3","3","64","43","20",,"11","110","5151","1334306","29160720","14559955",,"20"
"98ff6e5a-85a4-4783-b7a9-b4fa681a0455","PH","105","4","16","16","1140","524000","1038",,,"37","22","6",,"5","55","1322","7000603","730566",,,"13"
"b216f476-a3cc-48e3-b661-13aa7c1e6946","KZ","115","7","16","16","1240","385800","993","7","1","26","16","15",,"9","20","1210","9327863","98204","3230528",,"15"
"fe8deb46-77ca-4890-9b2c-9678db0f199e","RS","231","29","28","28","2822","1313600","2468",,"1","11","9",,,"25","120","2855","6979906","10822740","1014473",,"15"
"3507aa0b-9f86-4832-9701-b0950ba22e78","VN","182","3","14","14","993","638700","1244",,,"37","22","27",,"7","40","1588","11016495","8794767",,,"5"
"5e052fce-d535-434a-b583-b1953f80c866","KR","173","5","36","36","3700","1226500","3398","1","2","7","5","11",,"14","200","2946","3924950","6064660","3113186",,"21"
"93959d36-114b-4bbb-ab38-e002bd146b46","PT","110",,"17","17","380","191800","573",,,"15","7","27",,"4","13","965","8294692",,"2028165",,"3"
"595c8b0a-528a-432a-87e2-76c3fae77197","US","191","11","50","50","1713","880700","2399","1",,"42","18","17",,"5","97","2430","13798017","2561452","10808343",,"17"
"994023bb-c5f8-4249-882a-32450e40036f","NP","117",,"56","56","2317","684300","2321",,,"30","11","45",,"42","123","2363","3070738","5738670","2150052",,"18"
"f6a9dc5e-63aa-4197-8bc3-1db405a86208","LV","88",,"1","1","1048","260400","949",,,"7","4","38",,"6","61","1027","3748791","1416217","1790446",,"10"
"4879c18e-08b2-4fa7-a59b-ac1fe7c88ea3","EG","93","4",,,"240","109600","254",,,,,"1",,"6","2","753","5118473","987566",,,
"713523fb-a473-4b4d-8a37-753fa1094d3e","AF","64",,,,"690","185620","429",,,"33","11",,,"9","31","770","3011784","13190397",,,"6"
"3c9c9377-fd03-4c03-b887-6e8dc67c9b5d","ID","151","62","24","24","391","777400","1974","2",,"18","13","10",,"12","92","2209","2073480","6988472","5728029",,"18"
"f0ff1703-72ef-4b2d-a3d2-d42e8c9a06a4","IR","80",,"20","20","287","178460","465",,,"4","2","3",,"10","26","861","2669009","3375228",,,"6"
"aedb7c33-1252-4795-8405-c59bba0570c4","AL","151","25","13","13","1930","799400","2058",,"1","31","12","10",,"14","120","2072","8326888","1606955","6472280",,"17"
"8b9910df-2234-4993-90e1-022476bd3b80","ID","314","22","60","60","4980","1900800","4592","6","1","5","4","10",,"24","114","3513","7604222","7324023","3706486",,"20"
"587018c7-e3f5-4707-9532-63e09426e90e","","74","2","26","26","0","247820","574","2",,"25","12","9",,"3","30","1025","4892797",,"5443499",,"11"
"03d4764a-ce25-47f0-bb52-6dd48090839e","ID","166","15",,,"2220","642400","2205","14","1","27","15","15",,"16","80","1866","2199889","12478369","3225032",,"14"
"17d20fca-57d1-468e-9954-451500f50ceb","CO","159","147",,,"820","971600","1190","39",,"17","10","10",,"6","45","2225","7315580","5983226","4889763",,"13"
"370e96f4-2e86-42db-85ec-667f07de30b6","MM","89",,,,"700","135500","517",,,"6","5",,,"6","20","724","3194443","1111594","638993",,"8"
"a81ab949-a5b0-466a-b43a-a325bfc813bd","FR","195","30","20","20","2170","838000","1795",,,"2","2","2",,"12","40","1980","10774321","535323",,,"7"
"946a02f6-f253-4800-a0b4-70a6c52ff086","","191","70","46","46","2250","1462000","3237","25",,"18","14","25",,"7","140","2839","7957425","9763238","1555358",,"27"
"7933913a-67a9-420f-ad75-3eb46458047f","RU","100","36","21","21","1570","426520","1267","28","1","8","6","9","1","14","25","1392","3803866","2248057","1154758","4","18"
"e8ff2691-3ae1-4d8d-a1a1-1a12c34262a9","DE","101","3","32","32","1270","457400","1252",,,"40","20","6",,"4","49","1350","16822655",,"1801357",,"19"
"ddc5e347-8198-4b17-a09c-29db32c84c01","TR","255","6","24","24","3752","1413300","3556",,,"10","3","18",,"11","129","2934","9579853","7846638","2685909",,"17"
"25589d3f-9d9d-4536-bb19-b69dfbb2adc2","JP","94","1","1","1","400","169760","927","1",,"14","10","10",,"7","20","821","2409865","4689952","1069342",,"15"
"0e078b5f-215d-46c9-a462-be662d33a14d","CA","89","138","10","10","1182","668700","1119","17",,"12","6","14",,"10","71","2102","16443800","7218644",,,"19"
"6200cbba-114a-4b9f-af1b-bed5478a3b16","AR","92","2",,,"103","98200","258",,,"2","1","4",,"5","1","625","6415546",,,,
"3be5a59e-7d13-4fd4-bb0c-e28d09882336","MM","142",,"1","1","521","291300","756",,,"3","2","15",,"1","40","1240","6592692",,,,"5"
"18c823d0-9c8d-4490-a0d6-480b50cc7552","JP","97","1",,,"400","193700","498","1",,"2","2",,,"12","52","933","7102736",,"5015000",,
"979d1fae-907d-49ed-8c67-8e8669edaa43","IN","83","1","1","1","0","316700","843",,,"47","23","12",,"12","61","1086","13775830","3427346","62055",,"10"
"46581d43-0f0c-404b-b038-b69368491af9","AL","120","3","44","44","1373","623800","1428","3",,"35","21",,,"5","88","1731","3600138","13196527","2583189",,"10"
"d505643a-1473-491f-83be-70d7da8fcf9a","PH","160","4","19","19",,,,"4",,"15","10",,,"4","20","1345","10824386","49467",,,
"e1a62da7-2a37-4d4e-b7aa-f3c51c2f6809","ID","9",,,,,"300",,,,,,"1",,"1",,"75","394064",,,,
"36fb4301-d393-49dc-babd-067cccee51ea","BR","188","9","7","7","1582","583000","1297",,,"30","14",,,"8","30","1513","12544218","380399",,,"14"
"5abd9cc2-8f67-4db8-9262-33daa6d2cd19","DE","72","5",,,,"105620","315",,,"8","3","11",,"4","40","764","6835664",,,,
"09e835cb-c920-484d-9444-1e05056e0f42","BR","200","3",,,"2264","655000","1909","3",,"5","5","34",,"13","9","1673","4736789","7483649","956910",,"12"
"39f937aa-5423-43a9-8af9-28f8e603a164","BR","26","1",,,,"14160","32",,,,,"3",,"4","8","351","3050350",,,,
"00152e30-c1e9-4bc6-85c1-c785808aa7ce","BR","124","74",,,"950","365900","782",,,"2","2","2",,"2","45","1498","7063394","2630412",,,"6"
"fecccb50-4aa9-453e-9c99-6f74729fc91c","CL","74","4","25","25","470","193700","482","3",,,,"21",,"4","41","894","2824506","2876415","1404226",,
"89fbc5bc-d2cb-4023-a363-9ee7c2bd2320","US","150","4","40","40","0","487400","2198",,,"3","2","10",,"12","45","1565","2402705","3322044","2070624",,"20"
"0d438028-8305-49ad-9e74-06e2789c3ffe","US","152","12","2","2","1348","485500","1182",,,"13","7",,,"4","60","1458","5275544","7018065",,,"5"
"1d4573e8-53fe-4dfd-a3f0-ebf204cb0191","CO","50","1",,,"86","47420","92",,,,,"5",,"9","17","457","566437","66203","3405630",,
"e7678ebb-7471-4b12-9c9e-366dfc4a16c9","RU","250","257","41","41","2150","2129400","2491","256","1","58","27","17",,"5","25","3846","952273","29714047","12749340",,"13"
"39e26e4b-040e-4b03-a217-68986dd03466","BR","131",,"33","33","1392","420100","1316",,,"16","6","13",,"29","66","1636","1796134","10290819","3504310",,"13"
"f004676e-97c9-42e3-a889-5254fa66d1fa","GB","169","1","13","13","1118","967500","2106",,,"33","20","3",,"4","155","2271","8243418","1355643","5075186",,"16"
"c4aee350-4843-4d08-99a5-89979e42ff41","BR","208","103","36","36","3500","1637400","3157","55","2","7","3","35",,"19","63","2821","2254267","9337426","5481085",,"20"
"ea8ef887-4f30-4cad-9464-24c0f24e29c0","TR","244","20","59","59","3710","1054200","3409",,,"11","5","38",,"3","78","2992","4164010","25624580","10177298",,"19"
"5e4cb332-4515-4c90-864d-be55fd5a2c72","BR","92","117",,,"600","487900","698","7",,"4","2",,,"10","56","1631","8716343","1212536","1874829",,"12"
"db3b277a-cf08-487b-97df-48040436d56e","RU","114","14",,,"93","198700","536","14",,"4","2","1",,"5","6","814","2286975","4247404","27061",,
"d5d4c94d-85e1-408c-b701-497969688525","DE","224","7","30","30","9640","1222400","9253","7","4","18","13","8","3","7","40","2292","7413280","7691965",,,"7"
"418c425c-917b-4d60-bcee-da0c99beabc6","MM","195","2",,,"1780","607400","1600","2","1","20","11","2",,"8","60","1774","9209400","4287400",,,"8"
"77231cf5-8c9e-46d2-b060-1ae002824162","AZ","119","8","57","57","1840","519100","1466",,,"25","13","23",,"5","69","2018","10263482","9109711",,,"14"
"593487ae-37c8-4355-a942-7b1d0538d1a6","IQ","153",,,,"660","382400","720",,,,,"1",,"11",,"1113","2338700","6263633","962757",,
"2059b04b-d725-4b3c-9dfd-12ba6c58ac46","CL","118",,,,"152","247820","444",,,"30","20","1",,"9","9","884","8757162","4918856","291230",,
"06e69192-8717-41be-ad2f-0b0c5f89583c","AM","181","30",,,"2230","711800","1863","1",,"31","18","14",,"3","40","1781","5901409","10842983",,,"8"
"496296eb-7edc-4614-8050-9e0bf5f56006","VE","121","28","28","28","850","499400","1448","3",,"23","13","6",,"8","43","1558","14978640","616779","15916",,"14"
"4195ac7e-07da-40c3-b829-385cb3c90286","UZ","80","10","4","4","500","169160","684","2",,"19","12","9",,"5","26","831","2310725","5619912",,,"12"
"52a43d9d-1533-4735-a2b6-04605bef936c","PH","81",,,,,,,,,"20","11",,,"26","47","1134","4220624","3689153","1189869",,
"08592d68-b775-4c6f-81bb-c37b469b1ba9","MY","60","2",,,,"54300","69",,,,,,,"3","7","480","3573951",,,,"2"
"31443717-39a0-4f64-be28-58030fb48c44","UA","50","3","5","5","500","81420","212","1",,,,"4",,"16","8","512","1831641","2396612",,,"10"
"3e706c4b-f8de-4756-8330-c6ab182269d4","MA","71","1",,,"620","99500","264",,,"4","2","4",,"4","1","525","3299788","141658","2019424",,"1"
"2e7102f5-b162-49d4-ab2f-91f48ba32355","UA","21","2","1","1",,"71660","298",,,,,"6",,"5","40","453","4117433","1166021",,,"7"
"f4e20d97-1ae3-4aff-96ad-da4487f19280","IN","59","3","24","24","720","169160","410",,,,,"13",,"10","16","731","1582811","2743702","1151751",,"14"
"8a608bc2-72f3-43d9-a9b3-6c39a17ca1ea","VN","82","3",,,"300","176360","347",,,"8","6","9",,"4","41","813","7667231",,,,
"4ac775da-8d8f-434d-907a-e64c67335e6c","ID","90",,"4","4","539","193800","479",,,"26","12","3",,"7","19","773","12804833",,,,"4"
"bb846fd6-3357-4056-8148-f7cb1e5c3623","CL","177","5","26","26","1210","547400","1119","1",,"3","2",,,"6","36","1577","414638","8599344","751474",,"13"
"ee8137c7-0ae3-4e56-9560-410564969db9","IN","112","11",,,"240","184020","520","9","1","3","1","8",,"5",,"916","537327","4633630","1150493",,"5"
"c88984e7-b150-478c-8d5f-aa1b825e945b","UA","117","10",,,"900","229220","758","10","1","6","4",,,"8","10","910","3552107","1801158","497923",,"14"
"96aa7aa2-d8f0-4d08-a905-cd2dec585132","EG","191",,"7","7","1660","894200","2041",,,"46","33","23",,"10","61","1753","6975169","12586585",,,
"959224c6-d408-40ea-a628-56cfe6084abe","PT","60","3","1","1","0","64220","162","2",,,,"13",,"5","9","504","1704729","3731922","10489",,"4"
"9276e015-4323-4ead-922c-2d4344f473f4","ID","140",,"44","44","1681","246020","3389",,,"14","10","27",,"34","115","2100","3494959","7150696","659674",,"14"
"b9f6d788-e78c-48d8-bb10-83353598cb83","BR","93","5","1","1","640","163200","392","5",,"5","4","1",,"3","9","692","1006351","4148715",,,"5"
"2696f431-5b5d-49a9-abaf-dc1f52c1a94e","US","10",,,,,"2160",,,,,,,,"1",,"72","6890392",,,,
"65909a5a-f013-4990-aca4-b12b896cd281","IN","224",,"33","33","3203","850900","2806",,"1","28","8","85",,"22","33","2100","6058282","7995672","8001140",,"16"
"78bf22f5-b9f7-4596-86f1-3d5fc934126b","IN","120","13","3","3","360","260800","1160",,,"14","7","11",,"5","60","1336","1391350","4879514","6273857",,"12"
"1f3f41c1-1e3a-4b17-b757-71953dfb6a25","PH","221","330","60","60","3960","3441800","3975","41",,"12","7","32",,"13","193","5204","8920130","12759613","11863308",,"21"
"61561985-239c-466b-98ca-f6d9834150f5","ID","254","254","67","67","5110","3924400","4958","4","3","23","13","26",,"13","221","5091","11884863","8994490","9996081",,"28"
"d8f50d28-7cdd-4bf1-87a2-cad1e64d46d8","VN","66","5",,,"0","57200","138",,,,,"7",,"5","2","527","2108221",,"2452403",,
"d51c0f7f-6ead-49fc-a196-c3c92f395f9e","US","299","10","38","38","3760","1012000","3556","6","1","12","9","10","1","12","60","2814","7349152","917284","9594266","6","19"
"7baae2d0-d1de-4e1d-939d-80ef107a47f7","MX","199","2","22","22","3090","799500","2792",,"2","84","59","11","1","16","36","1961","18099174","3628975","6155693","5","18"
"1f67ad58-7146-446f-9ba9-24aa246f8d70","GB","143","24","16","16","1890","674000","1710","15",,"29","21","8",,"8","64","1709","1131873","7734923","4542860",,"15"
"67361503-fa75-47a8-bd0f-fcab0044996c","BD","373","21","46","46","3395","1993700","4831","4","1","11","9","22",,"20","196","4058","6675547","9057756","9144793",,"19"
"1ef7025c-f252-4bfd-94ad-61d21f9b5694","ID","114",,,,"650","233660","838",,,"9","8","10",,"6","31","977","3611751","3252711","134478",,"5"
"128a2165-d5d0-4ebe-afee-ee41c4bf6b70","AR","110","101","22","22","890","709400","641","29",,"12","12","4",,"6",,"1526","4942922","10325408",,,"7"
"3333b701-c22a-49e0-ac06-deeccc14423c","DZ","101","8","5","5","339","135500","443","1",,,,"11",,"9","12","971","2751588","5505600",,,
"f7d104a0-3641-4e50-950e-b8370067d2a4","AO","76","4","18","18","910","221420","761",,,"21","12","19",,"5","40","983","11533667","1219294","475258",,"10"
"f81e5f18-67b7-4167-b39b-fb03bfbf838f","UA","144","71","23","23","830","727400","1137","2",,"5","5","12",,"2","34","1660","9658932",,,,"13"
"f230ee4e-ad6a-4ad1-a91e-742b92f660c8","PH","38","84",,,"0","181220","278","45",,,,"8",,"3","40","1056","2757467","7740642",,,"6"
"1508e381-fd44-40bd-88ae-c0a6d0502b47","MA","68",,,,"500","144300","369",,,"20","10",,,"8","15","623","1602709",,"6838769",,"8"
"df8ff6d4-32ff-4017-9345-0c370efbf406","KG","125","9",,,"2140","626700","1891","2",,"18","15","29",,"12","98","1659","7133088","7959922",,,"9"
"efd3b124-ecbd-4db6-b82a-40cd34a5966b","CZ","281","238",,,"2058","2085000","2256","30",,"13","7",,,"4","97","3792","14693424","14032670",,,"11"
"ededb6ae-567e-4f76-8a42-9c97428d7e86","BA","80","7","24","24","1120","386600","1163",,,"35","21","14",,"11","46","1267","5840724","3171399","6353969",,"18"
"9233ba81-a026-4253-8a86-dc795f181c59","MK","162","3","8","8","2430","463200","2032","1",,"8","5","13",,"3","18","1426","4290440","2484247","725822",,"14"
"51b4569c-b06a-4b6b-bb98-7cfd05a3ee12","ID","75",,"22","22","1620","427400","1484",,,"13","11","4",,"4","85","1234","975196","5926646","3591508",,"18"
"42112ffe-3173-4aa7-b9e9-85e7f0c252cc","RO","110","11","7","7","1470","465720","1107","9",,"5","5","3",,"6","56","1289","8021522",,"25401",,"12"
"3c378d9f-1c51-41d9-8c49-5d7646751908","LT","125","15","52","52","2367","542600","2020","14",,"25","19","60",,"8","74","2098","9485684","5739944","2419121",,"15"
"85e4e9c4-8e57-48e7-87e0-d63f240e7592","US","143","27","10","10","1278","438500","1172","8",,"9","7","4",,"8","47","1520","6876399","1887657","402120","2","8"
"b7df7f6a-ae0e-4d18-8a8e-122e012d5de5","MX","156",,,,"99","297600","990",,"1","2","2","13",,"8",,"1074","5356293","2852061","382089",,"5"
"3dbf1860-61db-4fd9-ad9f-bd6c6af69af1","CO","62","2","19","19","820","185620","442",,"1",,,"2",,"11","41","855","4122480","2357147","12105",,"7"
"349e6d01-b8a3-431f-8dc3-236d53335841","BO","95","8","14","14","1020","247420","690",,,"9","8","3",,"5","20","994","2923801","3740571",,,"13"
"e90414fd-fc43-4720-b4d5-eef110ac590a","JP","356","16","48","48","3410","1447400","4119","15",,"178","62","17",,"13","55","3336","24173159","10175840","13968731",,"27"
"8a676ee3-51a7-4a30-bdb5-e1a37ab9ea88","BR","90","25","6","6","220","322400","842","1",,"9","5","2",,"9","51","1125","4183582","3699198","1588360",,"15"
"d5da6671-f039-4953-9752-0f2afc72f549","RU","84","2","18","18","1300","427400","1288","2",,"18","14","6",,"6","101","1444","560491","5320877","2639005",,"10"
"63eee21f-8864-4b15-adc9-3ddaa451f0db","VN","184","3",,,,,"250","3","13","5","3","1",,"26","40","5968","7900597","8696194",,,
"d5e60905-4e77-404a-a578-1d50a2719ef5","VN","111","9",,,"294","254020","476",,,"47","28","1",,"14","5","936","7732888","6614443","492919",,
"4022d9fa-e85a-44b1-9d2f-68c7d71ea53f","EE","151","31","10","10","2210","907400","1922",,,"9","6","12",,"6","125","2055","1843120","11147106",,,"12"
"68b73eb1-d8b5-47e0-aa90-f9aa1e21b43f","BR","145","5",,,"686","337400","799",,,"4","2","12",,"7","10","1064","6564713","198436",,,"6"
"b20eb087-f262-4899-a166-ea5ac7d1ff09","ID","126","7","42","42","2040","604400","2262",,,"28","17","20",,"38","61","1945","12436660","10327672","1554281",,"16"
"2b776fdf-eef5-4347-9333-389a3147f1b5","MX","207","1","52","52","4240","1228100","3870","1","1","40","24","24",,"15","166","3139","19272541","4631953",,,"21"
"6ad6faeb-8477-4c81-92f8-30ec015c312e","JP","126","8","1","1","300","262400","843",,,"18","16","4",,"2","23","1031","10054132",,,,"11"
"47f4ff38-8d8e-4baf-b87c-6c89e4dcba31","PL","143","23","27","27","2475","849600","2166","4",,"17","10","27",,"15","148","2381","3994343","7028419","4142219",,"17"
"94ac6b28-7351-40e8-aab9-ea309336c556","JP","66","93","7","7","0","233660","493","18",,,,"6",,"4","20","1170","6690134","4932781",,,"8"
"9675e532-12d0-4d9e-a765-26e06650e125","PH","70",,,,,,,,,"25","23",,,"6","1","573","8067887",,,,
"4192d765-0a18-4651-9886-df9dcfe6dd54","PH","141","2",,,,,,"2",,"4","2",,,"4","24","1161","8352353","3325337",,,
"3c2bedba-b487-402f-b3c7-b242e9c4b1fe","VN","236","13","24","24","2510","1065200","2752",,,"3","1","28",,"13","119","2579","9395783","12323802","853847",,"13"
"b1d8cfb1-63a6-4ec1-a3da-539bc7d9681c","BD","231","17","36","36","2360","746700","2289",,,"12","8","12",,"8","40","2167","432371","6665229","4996383",,"19"
"e586ee6c-3ea1-4d5c-a069-c665f78152a5","TR","340","84","56","56","4857","2001000","5059","1","2","16","10","18",,"11","191","4500","17642453","14552535","6304001",,"26"
"b29d197c-791b-481b-b8d0-0d71fab5ffd6","JP","1303","31","43","43","13257","6874000","12970","1","4","2","2","12","3","8","240","10771","22708366","26960623","9392863","2","26"
"0c711fd8-2964-4159-b736-94e17f3a643f","PL","145","26",,,"400","592400","1160","1",,"10","10",,,"6","64","1522","7664097","3963801","2181411",,"5"
"1e59b080-3c68-42e2-b1c4-43123c1381fe","PH","110","1",,,,,,"1",,"8","6",,,"18","16","1011","4134407","5269048",,,
"79f37089-cf20-4c58-8dcf-479ca9583d15","TR","150",,,,"857","540100","1181",,,"2","1","120",,"6","1","1574","3839609","14024460","1086931",,
"59eb70e0-ad7c-450a-9c34-347701c0eb16","ID","93",,,,,"169160","428",,,"7","5",,,"3","40","842","1448880","6916605",,,
"417fce83-0aad-4bea-b6cd-ef1a2eacb9e1","MK","85","30","1","1",,"322400","590",,,"17","10","1",,"3","30","948","6751052","157472","1393258",,"8"
"125d73ff-0f20-4c71-9896-be463770cd1f","RU","111","3","24","24","517","321800","962","3",,"15","11","16",,"6","30","1174","7351305","2108576","237495",,"8"
"939980fc-d997-43e8-9f62-801128813fd8","IT","136","9","21","21","1385","548500","1082",,,"26","19","20",,"13","31","1466","12526171","1611784",,,"12"
"4e9e45b7-92bd-48bc-98e9-fee85fcc2877","RU","87","4",,,"320","105620","468","4",,,,"17",,"6","1","635","4145217","957737","854346",,"2"
"8d4ed7e7-f3bf-4135-8bc6-9914623a1a60","FI","51","5",,,,"64720","191","3",,,,"6",,"3","40","635","5428479",,,,
"d59cf7bc-4096-4c04-93e6-04fd26eb02a1","JP","29","39",,,"450","57200","174","16",,,,"2",,"3","6","520","1327930","4146107",,,"8"
"3c07ea2f-00c6-4861-997e-efa3a327b917","EG","170","17","57","57","1200","504200","1834","3",,"31","20","13",,"8","20","1785","14785035","2238133","1988599",,"12"
"6ac4a925-2feb-40c5-b098-90a7598d922c","TR","87","3","7","7","1016","208200","690",,,"8","7","4",,"10","9","813","3313680","554147","2414082",,"17"
"3e4494cf-72f8-4ab7-8dc0-5b314e72aa47","RU","71","107","5","5","250","337400","465","106","1","4","4","5",,"4","40","1443","1382519","7346762",,,"7"
"d020f481-dc1d-42a4-ad6a-56ce58547a3c","DE","123","6",,,"1978","491700","1630","6",,"13","8","23",,"18","62","1399","1385472","5719224","3860139",,"9"
"99f1d8d8-43b6-4232-a0f7-2897fbcd24da","VN","88","5","13","13","366","137400","488",,,,,,,"7","40","944","1302765","2434261","1716849",,"5"
"d146defa-1bd2-4ef5-915d-72a5c44e5221","ES","89","10","1","1","660","170060","728","8",,"11","7","5",,"4","60","1032","3648207","4388837",,,"5"
"2a059a4d-cd11-4224-8a19-8e90d2505c30","IT","107","9","23","23","1180","333500","798","8",,"10","4",,,"1","40","1236","7240148","2208185",,,"7"
"8b1834fa-7a85-4c5a-9750-04721099a662","PL","100",,,,"0","50600","288",,,,,,,"2","8","767","5768266",,,,
"16d05844-8356-4468-985c-e3ba6d654afe","ES","80","3","1","1","677","98660","486",,,,,"9",,"2","32","773","5097016","157794",,,"6"
"2b93a7c9-c43d-46af-896e-938c1f09051e","BE","41","3",,,"320","33320","217","2",,,,"9",,"1","5","356","1165963","934469",,,"9"
"60eb826d-91dd-4be8-90b0-4a304d1993f8","MX","121","9",,,"787","266500","1098","9",,"4","3","8",,"5","41","1228","6086933","510494",,,"12"
"60ed08b5-7938-4902-a47e-576b3d1e9e07","BR","149","54","1","1","598","472400","1037",,,"3","2","6",,"6",,"1293","1349320","4823972","4070035",,"9"
"5f84076b-5c07-44b7-81a9-af12fb31ac5b","MX","135",,,,"400","233660","1057",,,"13","9","4",,"4","90","1325","6354323","2939041",,,
"80caf074-8fd6-4992-8f6e-7b518c327562","RS","62","22",,,"0","96500","64","1",,,,,,"2","5","565","16139218",,,,"3"
"bbb6f11c-2044-41ec-b3ea-a53044fbfd53","BR","158","22",,,"827","446400","862",,"1","8","6","41",,"4","8","1327","7175432","3542336","460745",,
"e6072cfd-f5c4-47a5-8aed-028a13ab7ac4","KG","164","3","22","22","2830","973400","2555","3",,"43","22","20",,"9","93","2269","22823811","4437097","609074",,"14"
"94022853-0f91-4ab6-8329-36bed1e69c3e","US","95","1","24","24","2320","654400","2298",,"3","39","18","11","2","4","71","1491","4620519","10364222","2759180","1","23"
"28eeb797-a4af-45de-bd56-f4811f06bbed","PH","85",,,,"300","395400","768",,,"32","13",,,"7","121","1351","2801086","1517387","9471595",,
"f04df698-6aed-4d65-9c2e-106e3c054806","BR","70","6",,,"250","113160","547","2",,"24","13","4",,"5","10","626","5477344","1040010","3513097",,"11"
"3bb4df3a-7710-4f71-9dba-368359d213bc","BR","140","95",,,"600","877400","913","7",,"1","1","1",,"7","62","1819","398827","75066","11722790",,
"c6f5f8bc-c783-4b5c-bc0d-05943d3c050a","AT","100","6","14","14","1627","330700","1331","6",,"11","10","28",,"10","30","1207","5919650","3471772","298079",,"20"
